run_id,fid,iid,rep
2_5_17,2,5,17
2_5_18,2,5,18
2_5_19,2,5,19
2_5_2,2,5,2
2_5_3,2,5,3
2_5_4,2,5,4
2_5_5,2,5,5
2_5_6,2,5,6
2_5_7,2,5,7
2_5_8,2,5,8
2_5_9,2,5,9
2_6_0,2,6,0
2_6_1,2,6,1
2_6_10,2,6,10
2_6_11,2,6,11
2_6_12,2,6,12
2_6_13,2,6,13
2_6_14,2,6,14
2_6_15,2,6,15
2_6_16,2,6,16
2_6_17,2,6,17
2_6_18,2,6,18
2_6_19,2,6,19
2_6_2,2,6,2
2_6_3,2,6,3
2_6_4,2,6,4
2_6_5,2,6,5
2_6_6,2,6,6
2_6_7,2,6,7
2_6_8,2,6,8
2_6_9,2,6,9
2_7_0,2,7,0
2_7_1,2,7,1
2_7_10,2,7,10
2_7_11,2,7,11
2_7_12,2,7,12
2_7_13,2,7,13
2_7_14,2,7,14
2_7_15,2,7,15
2_7_16,2,7,16
2_7_17,2,7,17
2_7_18,2,7,18
2_7_19,2,7,19
2_7_2,2,7,2
2_7_3,2,7,3
2_7_4,2,7,4
2_7_5,2,7,5
2_7_6,2,7,6
2_7_7,2,7,7
2_7_8,2,7,8
2_7_9,2,7,9
3_1_0,3,1,0
3_1_1,3,1,1
3_1_10,3,1,10
3_1_11,3,1,11
3_1_12,3,1,12
3_1_13,3,1,13
3_1_14,3,1,14
3_1_15,3,1,15
3_1_16,3,1,16
3_1_17,3,1,17
3_1_18,3,1,18
3_1_19,3,1,19
3_1_2,3,1,2
3_1_3,3,1,3
3_1_4,3,1,4
3_1_5,3,1,5
3_1_6,3,1,6
3_1_7,3,1,7
3_1_8,3,1,8
3_1_9,3,1,9
3_2_0,3,2,0
3_2_1,3,2,1
3_2_10,3,2,10
3_2_11,3,2,11
3_2_12,3,2,12
3_2_13,3,2,13
3_2_14,3,2,14
3_2_15,3,2,15
3_2_16,3,2,16
3_2_17,3,2,17
3_2_18,3,2,18
3_2_19,3,2,19
3_2_2,3,2,2
3_2_3,3,2,3
3_2_4,3,2,4
3_2_5,3,2,5
3_2_6,3,2,6
3_2_7,3,2,7
3_2_8,3,2,8
3_2_9,3,2,9
3_3_0,3,3,0
3_3_1,3,3,1
3_3_10,3,3,10
3_3_11,3,3,11
3_3_12,3,3,12
3_3_13,3,3,13
3_3_14,3,3,14
3_3_15,3,3,15
3_3_16,3,3,16
3_3_17,3,3,17
3_3_18,3,3,18
3_3_19,3,3,19
3_3_2,3,3,2
3_3_3,3,3,3
3_3_4,3,3,4
3_3_5,3,3,5
3_3_6,3,3,6
3_3_7,3,3,7
3_3_8,3,3,8
3_3_9,3,3,9
3_4_0,3,4,0
3_4_1,3,4,1
3_4_10,3,4,10
3_4_11,3,4,11
3_4_12,3,4,12
3_4_13,3,4,13
3_4_14,3,4,14
3_4_15,3,4,15
3_4_16,3,4,16
3_4_17,3,4,17
3_4_18,3,4,18
3_4_19,3,4,19
3_4_2,3,4,2
3_4_3,3,4,3
3_4_4,3,4,4
3_4_5,3,4,5
3_4_6,3,4,6
3_4_7,3,4,7
3_4_8,3,4,8
3_4_9,3,4,9
3_5_0,3,5,0
3_5_1,3,5,1
3_5_10,3,5,10
3_5_11,3,5,11
3_5_12,3,5,12
3_5_13,3,5,13
3_5_14,3,5,14
3_5_15,3,5,15
3_5_16,3,5,16
3_5_17,3,5,17
3_5_18,3,5,18
3_5_19,3,5,19
3_5_2,3,5,2
3_5_3,3,5,3
3_5_4,3,5,4
3_5_5,3,5,5
3_5_6,3,5,6
3_5_7,3,5,7
3_5_8,3,5,8
3_5_9,3,5,9
3_6_0,3,6,0
3_6_1,3,6,1
3_6_10,3,6,10
3_6_11,3,6,11
3_6_12,3,6,12
3_6_13,3,6,13
3_6_14,3,6,14
3_6_15,3,6,15
3_6_16,3,6,16
3_6_17,3,6,17
3_6_18,3,6,18
3_6_19,3,6,19
3_6_2,3,6,2
3_6_3,3,6,3
3_6_4,3,6,4
3_6_5,3,6,5
3_6_6,3,6,6
3_6_7,3,6,7
3_6_8,3,6,8
3_6_9,3,6,9
3_7_0,3,7,0
3_7_1,3,7,1
3_7_10,3,7,10
3_7_11,3,7,11
3_7_12,3,7,12
3_7_13,3,7,13
3_7_14,3,7,14
3_7_15,3,7,15
3_7_16,3,7,16
3_7_17,3,7,17
3_7_18,3,7,18
3_7_19,3,7,19
3_7_2,3,7,2
3_7_3,3,7,3
3_7_4,3,7,4
3_7_5,3,7,5
3_7_6,3,7,6
3_7_7,3,7,7
3_7_8,3,7,8
3_7_9,3,7,9
4_1_0,4,1,0
4_1_1,4,1,1
4_1_10,4,1,10
4_1_11,4,1,11
4_1_12,4,1,12
4_1_13,4,1,13
4_1_14,4,1,14
4_1_15,4,1,15
4_1_16,4,1,16
4_1_17,4,1,17
4_1_18,4,1,18
4_1_19,4,1,19
4_1_2,4,1,2
4_1_3,4,1,3
4_1_4,4,1,4
4_1_5,4,1,5
4_1_6,4,1,6
4_1_7,4,1,7
4_1_8,4,1,8
4_1_9,4,1,9
4_2_0,4,2,0
4_2_1,4,2,1
4_2_10,4,2,10
4_2_11,4,2,11
4_2_12,4,2,12
4_2_13,4,2,13
4_2_14,4,2,14
4_2_15,4,2,15
4_2_16,4,2,16
4_2_17,4,2,17
4_2_18,4,2,18
4_2_19,4,2,19
4_2_2,4,2,2
4_2_3,4,2,3
4_2_4,4,2,4
4_2_5,4,2,5
4_2_6,4,2,6
4_2_7,4,2,7
4_2_8,4,2,8
4_2_9,4,2,9
4_3_0,4,3,0
4_3_1,4,3,1
4_3_10,4,3,10
4_3_11,4,3,11
4_3_12,4,3,12
4_3_13,4,3,13
4_3_14,4,3,14
4_3_15,4,3,15
4_3_16,4,3,16
4_3_17,4,3,17
4_3_18,4,3,18
4_3_19,4,3,19
4_3_2,4,3,2
4_3_3,4,3,3
4_3_4,4,3,4
4_3_5,4,3,5
4_3_6,4,3,6
4_3_7,4,3,7
4_3_8,4,3,8
4_3_9,4,3,9
4_4_0,4,4,0
4_4_1,4,4,1
4_4_10,4,4,10
4_4_11,4,4,11
4_4_12,4,4,12
4_4_13,4,4,13
4_4_14,4,4,14
4_4_15,4,4,15
4_4_16,4,4,16
4_4_17,4,4,17
4_4_18,4,4,18
4_4_19,4,4,19
4_4_2,4,4,2
4_4_3,4,4,3
4_4_4,4,4,4
4_4_5,4,4,5
4_4_6,4,4,6
4_4_7,4,4,7
4_4_8,4,4,8
4_4_9,4,4,9
4_5_0,4,5,0
4_5_1,4,5,1
4_5_10,4,5,10
4_5_11,4,5,11
4_5_12,4,5,12
4_5_13,4,5,13
4_5_14,4,5,14
4_5_15,4,5,15
4_5_16,4,5,16
4_5_17,4,5,17
4_5_18,4,5,18
4_5_19,4,5,19
4_5_2,4,5,2
4_5_3,4,5,3
4_5_4,4,5,4
4_5_5,4,5,5
4_5_6,4,5,6
4_5_7,4,5,7
4_5_8,4,5,8
4_5_9,4,5,9
4_6_0,4,6,0
4_6_1,4,6,1
4_6_10,4,6,10
4_6_11,4,6,11
4_6_12,4,6,12
4_6_13,4,6,13
4_6_14,4,6,14
4_6_15,4,6,15
4_6_16,4,6,16
4_6_17,4,6,17
4_6_18,4,6,18
4_6_19,4,6,19
4_6_2,4,6,2
4_6_3,4,6,3
4_6_4,4,6,4
4_6_5,4,6,5
4_6_6,4,6,6
4_6_7,4,6,7
4_6_8,4,6,8
4_6_9,4,6,9
4_7_0,4,7,0
4_7_1,4,7,1
4_7_10,4,7,10
4_7_11,4,7,11
4_7_12,4,7,12
4_7_13,4,7,13
4_7_14,4,7,14
4_7_15,4,7,15
4_7_16,4,7,16
4_7_17,4,7,17
4_7_18,4,7,18
4_7_19,4,7,19
4_7_2,4,7,2
4_7_3,4,7,3
4_7_4,4,7,4
4_7_5,4,7,5
4_7_6,4,7,6
4_7_7,4,7,7
4_7_8,4,7,8
4_7_9,4,7,9
5_1_0,5,1,0
5_1_1,5,1,1
5_1_10,5,1,10
5_1_11,5,1,11
5_1_12,5,1,12
5_1_13,5,1,13
5_1_14,5,1,14
5_1_15,5,1,15
5_1_16,5,1,16
5_1_17,5,1,17
5_1_18,5,1,18
5_1_19,5,1,19
5_1_2,5,1,2
5_1_3,5,1,3
5_1_4,5,1,4
5_1_5,5,1,5
5_1_6,5,1,6
5_1_7,5,1,7
5_1_8,5,1,8
5_1_9,5,1,9
5_2_0,5,2,0
5_2_1,5,2,1
5_2_10,5,2,10
5_2_11,5,2,11
5_2_12,5,2,12
5_2_13,5,2,13
5_2_14,5,2,14
5_2_15,5,2,15
5_2_16,5,2,16
5_2_17,5,2,17
5_2_18,5,2,18
5_2_19,5,2,19
5_2_2,5,2,2
5_2_3,5,2,3
5_2_4,5,2,4
5_2_5,5,2,5
5_2_6,5,2,6
5_2_7,5,2,7
5_2_8,5,2,8
5_2_9,5,2,9
5_3_0,5,3,0
5_3_1,5,3,1
5_3_10,5,3,10
5_3_11,5,3,11
5_3_12,5,3,12
5_3_13,5,3,13
5_3_14,5,3,14
5_3_15,5,3,15
5_3_16,5,3,16
5_3_17,5,3,17
5_3_18,5,3,18
5_3_19,5,3,19
5_3_2,5,3,2
5_3_3,5,3,3
5_3_4,5,3,4
5_3_5,5,3,5
5_3_6,5,3,6
5_3_7,5,3,7
5_3_8,5,3,8
5_3_9,5,3,9
5_4_0,5,4,0
5_4_1,5,4,1
5_4_10,5,4,10
5_4_11,5,4,11
5_4_12,5,4,12
5_4_13,5,4,13
5_4_14,5,4,14
5_4_15,5,4,15
5_4_16,5,4,16
5_4_17,5,4,17
5_4_18,5,4,18
5_4_19,5,4,19
5_4_2,5,4,2
5_4_3,5,4,3
5_4_4,5,4,4
5_4_5,5,4,5
5_4_6,5,4,6
5_4_7,5,4,7
5_4_8,5,4,8
5_4_9,5,4,9
5_5_0,5,5,0
5_5_1,5,5,1
5_5_10,5,5,10
5_5_11,5,5,11
5_5_12,5,5,12
5_5_13,5,5,13
5_5_14,5,5,14
5_5_15,5,5,15
5_5_16,5,5,16
5_5_17,5,5,17
5_5_18,5,5,18
5_5_19,5,5,19
5_5_2,5,5,2
5_5_3,5,5,3
5_5_4,5,5,4
5_5_5,5,5,5
5_5_6,5,5,6
5_5_7,5,5,7
5_5_8,5,5,8
5_5_9,5,5,9
5_6_0,5,6,0
5_6_1,5,6,1
5_6_10,5,6,10
5_6_11,5,6,11
5_6_12,5,6,12
5_6_13,5,6,13
5_6_14,5,6,14
5_6_15,5,6,15
5_6_16,5,6,16
5_6_17,5,6,17
5_6_18,5,6,18
5_6_19,5,6,19
5_6_2,5,6,2
5_6_3,5,6,3
5_6_4,5,6,4
5_6_5,5,6,5
5_6_6,5,6,6
5_6_7,5,6,7
5_6_8,5,6,8
5_6_9,5,6,9
5_7_0,5,7,0
5_7_1,5,7,1
5_7_10,5,7,10
5_7_11,5,7,11
5_7_12,5,7,12
5_7_13,5,7,13
5_7_14,5,7,14
5_7_15,5,7,15
5_7_16,5,7,16
5_7_17,5,7,17
5_7_18,5,7,18
5_7_19,5,7,19
5_7_2,5,7,2
5_7_3,5,7,3
5_7_4,5,7,4
5_7_5,5,7,5
5_7_6,5,7,6
5_7_7,5,7,7
5_7_8,5,7,8
5_7_9,5,7,9
6_1_0,6,1,0
6_1_1,6,1,1
6_1_10,6,1,10
6_1_11,6,1,11
6_1_12,6,1,12
6_1_13,6,1,13
6_1_14,6,1,14
6_1_15,6,1,15
6_1_16,6,1,16
6_1_17,6,1,17
6_1_18,6,1,18
6_1_19,6,1,19
6_1_2,6,1,2
6_1_3,6,1,3
6_1_4,6,1,4
6_1_5,6,1,5
6_1_6,6,1,6
6_1_7,6,1,7
6_1_8,6,1,8
6_1_9,6,1,9
6_2_0,6,2,0
6_2_1,6,2,1
6_2_10,6,2,10
6_2_11,6,2,11
6_2_12,6,2,12
6_2_13,6,2,13
6_2_14,6,2,14
6_2_15,6,2,15
6_2_16,6,2,16
6_2_17,6,2,17
6_2_18,6,2,18
6_2_19,6,2,19
6_2_2,6,2,2
6_2_3,6,2,3
6_2_4,6,2,4
6_2_5,6,2,5
6_2_6,6,2,6
6_2_7,6,2,7
6_2_8,6,2,8
6_2_9,6,2,9
6_3_0,6,3,0
6_3_1,6,3,1
6_3_10,6,3,10
6_3_11,6,3,11
6_3_12,6,3,12
6_3_13,6,3,13
6_3_14,6,3,14
6_3_15,6,3,15
6_3_16,6,3,16
6_3_17,6,3,17
6_3_18,6,3,18
6_3_19,6,3,19
6_3_2,6,3,2
6_3_3,6,3,3
6_3_4,6,3,4
6_3_5,6,3,5
6_3_6,6,3,6
6_3_7,6,3,7
6_3_8,6,3,8
6_3_9,6,3,9
6_4_0,6,4,0
6_4_1,6,4,1
6_4_10,6,4,10
6_4_11,6,4,11
6_4_12,6,4,12
6_4_13,6,4,13
6_4_14,6,4,14
6_4_15,6,4,15
6_4_16,6,4,16
6_4_17,6,4,17
6_4_18,6,4,18
6_4_19,6,4,19
6_4_2,6,4,2
6_4_3,6,4,3
6_4_4,6,4,4
6_4_5,6,4,5
6_4_6,6,4,6
6_4_7,6,4,7
6_4_8,6,4,8
6_4_9,6,4,9
6_5_0,6,5,0
6_5_1,6,5,1
6_5_10,6,5,10
6_5_11,6,5,11
6_5_12,6,5,12
6_5_13,6,5,13
6_5_14,6,5,14
6_5_15,6,5,15
6_5_16,6,5,16
6_5_17,6,5,17
6_5_18,6,5,18
6_5_19,6,5,19
6_5_2,6,5,2
6_5_3,6,5,3
6_5_4,6,5,4
6_5_5,6,5,5
6_5_6,6,5,6
6_5_7,6,5,7
6_5_8,6,5,8
6_5_9,6,5,9
6_6_0,6,6,0
6_6_1,6,6,1
6_6_10,6,6,10
6_6_11,6,6,11
6_6_12,6,6,12
6_6_13,6,6,13
6_6_14,6,6,14
6_6_15,6,6,15
6_6_16,6,6,16
6_6_17,6,6,17
6_6_18,6,6,18
6_6_19,6,6,19
6_6_2,6,6,2
6_6_3,6,6,3
6_6_4,6,6,4
6_6_5,6,6,5
6_6_6,6,6,6
6_6_7,6,6,7
6_6_8,6,6,8
6_6_9,6,6,9
6_7_0,6,7,0
6_7_1,6,7,1
6_7_10,6,7,10
6_7_11,6,7,11
6_7_12,6,7,12
6_7_13,6,7,13
6_7_14,6,7,14
6_7_15,6,7,15
6_7_16,6,7,16
6_7_17,6,7,17
6_7_18,6,7,18
6_7_19,6,7,19
6_7_2,6,7,2
6_7_3,6,7,3
6_7_4,6,7,4
6_7_5,6,7,5
6_7_6,6,7,6
6_7_7,6,7,7
6_7_8,6,7,8
6_7_9,6,7,9
7_1_0,7,1,0
7_1_1,7,1,1
7_1_10,7,1,10
7_1_11,7,1,11
7_1_12,7,1,12
7_1_13,7,1,13
7_1_14,7,1,14
7_1_15,7,1,15
7_1_16,7,1,16
7_1_17,7,1,17
7_1_18,7,1,18
7_1_19,7,1,19
7_1_2,7,1,2
7_1_3,7,1,3
7_1_4,7,1,4
7_1_5,7,1,5
7_1_6,7,1,6
7_1_7,7,1,7
7_1_8,7,1,8
7_1_9,7,1,9
7_2_0,7,2,0
7_2_1,7,2,1
7_2_10,7,2,10
7_2_11,7,2,11
7_2_12,7,2,12
7_2_13,7,2,13
7_2_14,7,2,14
7_2_15,7,2,15
7_2_16,7,2,16
7_2_17,7,2,17
7_2_18,7,2,18
7_2_19,7,2,19
7_2_2,7,2,2
7_2_3,7,2,3
7_2_4,7,2,4
7_2_5,7,2,5
7_2_6,7,2,6
7_2_7,7,2,7
7_2_8,7,2,8
7_2_9,7,2,9
7_3_0,7,3,0
7_3_1,7,3,1
7_3_10,7,3,10
7_3_11,7,3,11
7_3_12,7,3,12
7_3_13,7,3,13
7_3_14,7,3,14
7_3_15,7,3,15
7_3_16,7,3,16
7_3_17,7,3,17
7_3_18,7,3,18
7_3_19,7,3,19
7_3_2,7,3,2
7_3_3,7,3,3
7_3_4,7,3,4
7_3_5,7,3,5
7_3_6,7,3,6
7_3_7,7,3,7
7_3_8,7,3,8
7_3_9,7,3,9
7_4_0,7,4,0
7_4_1,7,4,1
7_4_10,7,4,10
7_4_11,7,4,11
7_4_12,7,4,12
7_4_13,7,4,13
7_4_14,7,4,14
7_4_15,7,4,15
7_4_16,7,4,16
7_4_17,7,4,17
7_4_18,7,4,18
7_4_19,7,4,19
7_4_2,7,4,2
7_4_3,7,4,3
7_4_4,7,4,4
7_4_5,7,4,5
7_4_6,7,4,6
7_4_7,7,4,7
7_4_8,7,4,8
7_4_9,7,4,9
7_5_0,7,5,0
7_5_1,7,5,1
7_5_10,7,5,10
7_5_11,7,5,11
7_5_12,7,5,12
7_5_13,7,5,13
7_5_14,7,5,14
7_5_15,7,5,15
7_5_16,7,5,16
7_5_17,7,5,17
7_5_18,7,5,18
7_5_19,7,5,19
7_5_2,7,5,2
7_5_3,7,5,3
7_5_4,7,5,4
7_5_5,7,5,5
7_5_6,7,5,6
7_5_7,7,5,7
7_5_8,7,5,8
7_5_9,7,5,9
7_6_0,7,6,0
7_6_1,7,6,1
7_6_10,7,6,10
7_6_11,7,6,11
7_6_12,7,6,12
7_6_13,7,6,13
7_6_14,7,6,14
7_6_15,7,6,15
7_6_16,7,6,16
7_6_17,7,6,17
7_6_18,7,6,18
7_6_19,7,6,19
7_6_2,7,6,2
7_6_3,7,6,3
7_6_4,7,6,4
7_6_5,7,6,5
7_6_6,7,6,6
7_6_7,7,6,7
7_6_8,7,6,8
7_6_9,7,6,9
7_7_0,7,7,0
7_7_1,7,7,1
7_7_10,7,7,10
7_7_11,7,7,11
7_7_12,7,7,12
7_7_13,7,7,13
7_7_14,7,7,14
7_7_15,7,7,15
7_7_16,7,7,16
7_7_17,7,7,17
7_7_18,7,7,18
7_7_19,7,7,19
7_7_2,7,7,2
7_7_3,7,7,3
7_7_4,7,7,4
7_7_5,7,7,5
7_7_6,7,7,6
7_7_7,7,7,7
7_7_8,7,7,8
7_7_9,7,7,9
8_1_0,8,1,0
8_1_1,8,1,1
8_1_10,8,1,10
8_1_11,8,1,11
8_1_12,8,1,12
8_1_13,8,1,13
8_1_14,8,1,14
8_1_15,8,1,15
8_1_16,8,1,16
8_1_17,8,1,17
8_1_18,8,1,18
8_1_19,8,1,19
8_1_2,8,1,2
8_1_3,8,1,3
8_1_4,8,1,4
8_1_5,8,1,5
8_1_6,8,1,6
8_1_7,8,1,7
8_1_8,8,1,8
8_1_9,8,1,9
8_2_0,8,2,0
8_2_1,8,2,1
8_2_10,8,2,10
8_2_11,8,2,11
8_2_12,8,2,12
8_2_13,8,2,13
8_2_14,8,2,14
8_2_15,8,2,15
8_2_16,8,2,16
8_2_17,8,2,17
8_2_18,8,2,18
8_2_19,8,2,19
8_2_2,8,2,2
8_2_3,8,2,3
8_2_4,8,2,4
8_2_5,8,2,5
8_2_6,8,2,6
8_2_7,8,2,7
8_2_8,8,2,8
8_2_9,8,2,9
8_3_0,8,3,0
8_3_1,8,3,1
8_3_10,8,3,10
8_3_11,8,3,11
8_3_12,8,3,12
8_3_13,8,3,13
8_3_14,8,3,14
8_3_15,8,3,15
8_3_16,8,3,16
8_3_17,8,3,17
8_3_18,8,3,18
8_3_19,8,3,19
8_3_2,8,3,2
8_3_3,8,3,3
8_3_4,8,3,4
8_3_5,8,3,5
8_3_6,8,3,6
8_3_7,8,3,7
8_3_8,8,3,8
8_3_9,8,3,9
8_4_0,8,4,0
8_4_1,8,4,1
8_4_10,8,4,10
8_4_11,8,4,11
8_4_12,8,4,12
8_4_13,8,4,13
8_4_14,8,4,14
8_4_15,8,4,15
8_4_16,8,4,16
8_4_17,8,4,17
8_4_18,8,4,18
8_4_19,8,4,19
8_4_2,8,4,2
8_4_3,8,4,3
8_4_4,8,4,4
8_4_5,8,4,5
8_4_6,8,4,6
8_4_7,8,4,7
8_4_8,8,4,8
8_4_9,8,4,9
8_5_0,8,5,0
8_5_1,8,5,1
8_5_10,8,5,10
8_5_11,8,5,11
8_5_12,8,5,12
8_5_13,8,5,13
8_5_14,8,5,14
8_5_15,8,5,15
8_5_16,8,5,16
8_5_17,8,5,17
8_5_18,8,5,18
8_5_19,8,5,19
8_5_2,8,5,2
8_5_3,8,5,3
8_5_4,8,5,4
8_5_5,8,5,5
8_5_6,8,5,6
8_5_7,8,5,7
8_5_8,8,5,8
8_5_9,8,5,9
8_6_0,8,6,0
8_6_1,8,6,1
8_6_10,8,6,10
8_6_11,8,6,11
8_6_12,8,6,12
8_6_13,8,6,13
8_6_14,8,6,14
8_6_15,8,6,15
8_6_16,8,6,16
8_6_17,8,6,17
8_6_18,8,6,18
8_6_19,8,6,19
8_6_2,8,6,2
8_6_3,8,6,3
8_6_4,8,6,4
8_6_5,8,6,5
8_6_6,8,6,6
8_6_7,8,6,7
8_6_8,8,6,8
8_6_9,8,6,9
8_7_0,8,7,0
8_7_1,8,7,1
8_7_10,8,7,10
8_7_11,8,7,11
8_7_12,8,7,12
8_7_13,8,7,13
8_7_14,8,7,14
8_7_15,8,7,15
8_7_16,8,7,16
8_7_17,8,7,17
8_7_18,8,7,18
8_7_19,8,7,19
8_7_2,8,7,2
8_7_3,8,7,3
8_7_4,8,7,4
8_7_5,8,7,5
8_7_6,8,7,6
8_7_7,8,7,7
8_7_8,8,7,8
8_7_9,8,7,9
9_1_0,9,1,0
9_1_1,9,1,1
9_1_10,9,1,10
9_1_11,9,1,11
9_1_12,9,1,12
9_1_13,9,1,13
9_1_14,9,1,14
9_1_15,9,1,15
9_1_16,9,1,16
9_1_17,9,1,17
9_1_18,9,1,18
9_1_19,9,1,19
9_1_2,9,1,2
9_1_3,9,1,3
9_1_4,9,1,4
9_1_5,9,1,5
9_1_6,9,1,6
9_1_7,9,1,7
9_1_8,9,1,8
9_1_9,9,1,9
9_2_0,9,2,0
9_2_1,9,2,1
9_2_10,9,2,10
9_2_11,9,2,11
9_2_12,9,2,12
9_2_13,9,2,13
9_2_14,9,2,14
9_2_15,9,2,15
9_2_16,9,2,16
9_2_17,9,2,17
9_2_18,9,2,18
9_2_19,9,2,19
9_2_2,9,2,2
9_2_3,9,2,3
9_2_4,9,2,4
9_2_5,9,2,5
9_2_6,9,2,6
9_2_7,9,2,7
9_2_8,9,2,8
9_2_9,9,2,9
9_3_0,9,3,0
9_3_1,9,3,1
9_3_10,9,3,10
9_3_11,9,3,11
9_3_12,9,3,12
9_3_13,9,3,13
9_3_14,9,3,14
9_3_15,9,3,15
9_3_16,9,3,16
9_3_17,9,3,17
9_3_18,9,3,18
9_3_19,9,3,19
9_3_2,9,3,2
9_3_3,9,3,3
9_3_4,9,3,4
9_3_5,9,3,5
9_3_6,9,3,6
9_3_7,9,3,7
9_3_8,9,3,8
9_3_9,9,3,9
9_4_0,9,4,0
9_4_1,9,4,1
9_4_10,9,4,10
9_4_11,9,4,11
9_4_12,9,4,12
9_4_13,9,4,13
9_4_14,9,4,14
9_4_15,9,4,15
9_4_16,9,4,16
9_4_17,9,4,17
9_4_18,9,4,18
9_4_19,9,4,19
9_4_2,9,4,2
9_4_3,9,4,3
9_4_4,9,4,4
9_4_5,9,4,5
9_4_6,9,4,6
9_4_7,9,4,7
9_4_8,9,4,8
9_4_9,9,4,9
9_5_0,9,5,0
9_5_1,9,5,1
9_5_10,9,5,10
9_5_11,9,5,11
9_5_12,9,5,12
9_5_13,9,5,13
9_5_14,9,5,14
9_5_15,9,5,15
9_5_16,9,5,16
9_5_17,9,5,17
9_5_18,9,5,18
9_5_19,9,5,19
9_5_2,9,5,2
9_5_3,9,5,3
9_5_4,9,5,4
9_5_5,9,5,5
9_5_6,9,5,6
9_5_7,9,5,7
9_5_8,9,5,8
9_5_9,9,5,9
9_6_0,9,6,0
9_6_1,9,6,1
9_6_10,9,6,10
9_6_11,9,6,11
9_6_12,9,6,12
9_6_13,9,6,13
9_6_14,9,6,14
9_6_15,9,6,15
9_6_16,9,6,16
9_6_17,9,6,17
9_6_18,9,6,18
9_6_19,9,6,19
9_6_2,9,6,2
9_6_3,9,6,3
9_6_4,9,6,4
9_6_5,9,6,5
9_6_6,9,6,6
9_6_7,9,6,7
9_6_8,9,6,8
9_6_9,9,6,9
9_7_0,9,7,0
9_7_1,9,7,1
9_7_10,9,7,10
9_7_11,9,7,11
9_7_12,9,7,12
9_7_13,9,7,13
9_7_14,9,7,14
9_7_15,9,7,15
9_7_16,9,7,16
9_7_17,9,7,17
9_7_18,9,7,18
9_7_19,9,7,19
9_7_2,9,7,2
9_7_3,9,7,3
9_7_4,9,7,4
9_7_5,9,7,5
9_7_6,9,7,6
9_7_7,9,7,7
9_7_8,9,7,8
9_7_9,9,7,9
