1005 75.4123750948 15.0000000000 4.0000000000 0.7684898886 67.0000000000 5.6198202079 0.8858362742 6.0794020455 0.3512122600 5.3434254381 0.2692762138 36.9591292312 -587.4732875077 24.5903213077 6.3017502523 2.593330 2.740151 -3.444017 3.305195 -4.160898 -1.547315 -0.157086 3.807721 -3.115025 -2.643607 0.601358 -0.058126 1.151387 -1.605461 -1.144722 -4.813507 0.629834 -1.932258 -2.919668 -0.034713 0.537255 -4.275873 -2.261039 -4.048279 2.421215 1.180744 -1.822107 -2.176658 -2.850788 -0.684999 2.429413 3.647438 2.499179 -0.654137 2.377662 1.997195 -1.202078 -3.005587 0.603445 1.117969
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 47.0241351698 16.0000000000 4.0000000000 0.7684898886 67.0000000000 5.6198202079 0.8858362742 6.0794020455 0.3512122600 5.3434254381 0.2692762138 36.9591292312 -587.4732875077 24.5903213077 6.3017502523 0.255897 -3.056947 -1.188936 0.132661 -2.470990 -1.242737 -1.777896 0.997820 -1.573794 0.237487 -1.513726 0.986734 -1.678809 -2.030044 -0.685039 3.768928 -0.541826 -2.903439 -2.160318 5.000000 -0.440446 -0.178801 0.552683 3.224522 1.431930 1.317265 0.421482 -1.128887 0.280372 -0.676896 -2.809655 -4.973284 2.547087 2.159496 1.296805 1.112840 0.467075 -2.157691 -2.363922 -1.406480
22 47.0123315475 16.0000000000 4.0000000000 1.8854068190 1.0000000000 6.3110486512 0.9978462364 3.1055450864 -0.1201805818 2.6336193209 -0.1019176645 9.6444102834 -1257.4959267100 25.5646116960 6.5323243956 1.084314 0.689636 -2.644354 -3.817249 -0.076650 1.350158 -2.815681 -0.862091 -3.085257 0.807995 1.878285 0.723288 2.596799 2.107570 0.850032 -1.794798 2.242029 -1.529466 1.626880 1.630819 2.509404 -1.087673 -0.410617 3.310819 -2.537571 1.363501 -1.155375 -1.086874 -2.129649 -1.884616 2.443533 3.235931 0.018037 1.127973 -2.467512 1.832545 0.092113 -1.415172 -2.109932 -3.731976
92 41.1514561337 16.0000000000 4.0000000000 1.6114368905 6.0000000000 6.2499306418 0.9880453008 5.0653351119 -0.0830448368 4.5533537789 -0.0842506225 25.6576197954 -1165.8217630066 26.0366384726 6.6407139654 -0.473630 -3.001627 -4.105944 -1.946234 -2.068436 -1.640328 3.185343 1.678123 -3.271282 -0.465262 0.016904 -1.784599 4.197912 -0.613656 0.150699 -1.768985 1.471813 0.465725 2.165508 2.143084 1.560422 -0.963146 0.246243 -2.406597 -3.541020 2.124135 -4.158803 -1.976117 -5.000000 0.848520 -1.678502 0.896080 0.312989 1.807425 -1.009251 1.626150 3.066474 4.055594 -3.160228 3.880205
1005 92.3257543216 16.0000000000 4.0000000000 0.9667476628 67.0000000000 5.6352178679 0.8876155472 5.6791781488 -0.1584545515 5.0892671322 -0.1379573382 32.2530644456 -742.0360859845 25.3641983569 6.4446542582 -3.835757 -2.105675 0.001122 -0.335935 -4.238989 -2.574836 -0.323611 4.536374 -3.736852 -0.966737 0.391451 2.459506 0.726059 -1.664383 -3.691994 0.499480 2.734695 0.243165 -1.976145 -3.378305 -3.933369 -1.776188 -2.205309 -1.000640 -0.491561 3.234850 -3.300288 4.698192 -1.746046 4.531879 -3.185087 -1.257089 2.197468 -2.033871 -0.591361 2.443376 -3.501894 0.434679 -3.807766 -1.271108
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 70.4700861389 17.0000000000 4.0000000000 0.9667476628 67.0000000000 5.6352178679 0.8876155472 5.6791781488 -0.1584545515 5.0892671322 -0.1379573382 32.2530644456 -742.0360859845 25.3641983569 6.4446542582 0.552532 -3.709256 1.247802 2.290623 2.074381 3.773278 -0.223397 -0.724203 0.297350 -0.875566 4.342514 2.304621 -3.637625 -0.276099 1.079679 -3.550565 2.629753 -0.946896 -2.184460 -0.500055 -1.964589 2.062538 0.982668 -0.893293 -1.612720 0.262536 -2.425120 0.319982 -1.510446 0.699792 1.955084 -0.277170 0.207713 0.601182 1.936411 1.739248 1.135566 0.930565 -2.330746 -4.071990
3 65.5282069435 17.0000000000 4.0000000000 0.9667476628 67.0000000000 5.6352178679 0.8876155472 5.6791781488 -0.1584545515 5.0892671322 -0.1379573382 32.2530644456 -742.0360859845 25.3641983569 6.4446542582 -0.853262 1.615880 0.114560 -2.080343 1.868296 -0.240069 4.414033 -5.000000 2.467058 -1.175762 -1.953874 0.936141 5.000000 -2.416171 2.007206 2.261453 1.120079 -1.236795 -0.449597 4.431803 -0.308517 0.575214 1.158722 1.866500 3.339237 3.434479 -0.507301 -2.326097 1.068903 -2.818062 -2.119540 -0.892245 -2.324898 -1.243985 1.218663 1.230439 1.008596 -1.351405 2.627032 1.806749
7 54.3448885007 17.0000000000 4.0000000000 0.9667476628 67.0000000000 5.6352178679 0.8876155472 5.6791781488 -0.1584545515 5.0892671322 -0.1379573382 32.2530644456 -742.0360859845 25.3641983569 6.4446542582 3.755210 -1.089194 0.752383 -1.422355 3.902081 -1.517984 0.458543 2.813668 -2.138826 -2.438873 1.270318 -1.279799 3.200119 -1.461064 -2.019237 -2.005173 0.136367 -4.189160 0.408009 0.776285 -3.514157 -0.964879 -1.015452 2.777333 0.121109 -0.097860 -1.097594 2.150946 1.666834 -2.951673 1.494247 2.005165 0.451703 1.950551 1.476965 -3.078047 -1.229342 0.416296 -0.375803 -1.726339
17 52.6881677296 17.0000000000 4.0000000000 1.8896563021 1.0000000000 6.3124144167 0.9980594032 3.2268688511 -0.0437090990 2.7365064477 -0.0370669639 10.4126825825 -1296.2484166079 26.9842836699 6.8902758373 -3.208351 -0.477394 -0.445911 0.618635 2.289770 3.763621 -1.127813 0.617766 -2.683130 -0.281894 -4.092584 0.198181 -0.170794 0.674615 1.083437 1.847680 2.149963 -5.000000 -1.787381 0.886845 0.322028 1.983254 -2.905190 2.735779 -1.825172 -3.465777 -1.746660 -0.400239 2.868633 -1.947186 -0.216171 -1.871771 0.605710 -1.069920 3.384407 -1.462808 1.379503 1.995032 -1.031767 1.705681
144 52.0456009220 17.0000000000 4.0000000000 1.4815196350 9.0000000000 6.2157466433 0.9825405325 5.2151402042 -0.0210743169 4.9131792932 -0.0154808741 27.1976873493 -1073.8468524577 24.6202802054 6.2737861086 1.928848 4.326318 -1.888846 3.971998 -0.573308 1.468880 1.336643 -0.960294 -4.924388 -2.581867 -1.525509 0.301292 -0.470243 -2.546828 -0.254654 1.350193 0.218714 -2.725352 -1.159407 1.252154 -1.500357 -2.807331 -1.148992 2.478190 -3.349488 -2.457279 -3.035214 1.501784 -0.621129 -2.249541 1.798138 -0.538340 5.000000 3.364042 3.802003 -2.902072 0.204536 2.012554 -0.210931 0.372110
197 44.0990988233 17.0000000000 4.0000000000 1.2867539224 13.0000000000 6.1715966237 0.9754476028 4.5985018985 -0.0553732467 4.1785135921 -0.0510640093 21.1462197106 -1006.6802376373 25.5847050695 6.5576564927 0.672857 3.308479 -3.126387 2.756586 2.555387 4.944137 -0.751917 1.197627 -4.121479 0.697298 -2.088279 -1.385036 -0.510704 -1.564830 2.796524 -0.859933 -2.475788 -2.681513 -0.837260 1.700040 -2.280823 -1.583536 -1.580393 4.530618 -3.004634 -1.453225 -1.473591 0.669882 -1.059883 -5.000000 -0.092124 2.240250 1.280732 1.332103 0.804758 -4.573061 -1.293416 5.000000 1.646763 -1.537834
282 42.7042490658 17.0000000000 4.0000000000 1.1716606037 18.0000000000 6.1195489183 0.9670413229 5.4423480997 0.1305500897 4.9948013653 0.1105225524 29.6191528380 -959.6900100189 26.2640539080 6.7169179697 -0.332179 2.500949 -0.598672 4.446769 3.611009 1.703688 0.046701 1.684140 -3.119176 -1.794321 -0.721679 1.124603 0.592941 -1.952108 4.123303 1.551057 -1.704817 -2.517017 -0.944875 1.002694 -1.623227 -2.615178 -1.057419 2.219257 -4.324702 1.440044 0.496050 -0.464121 1.488763 -4.899138 -0.141500 1.884548 1.910349 2.496225 1.389346 -1.144567 0.543241 1.345823 2.615839 -3.557358
765 37.9475422933 17.0000000000 4.0000000000 0.8102133970 50.0000000000 5.8073942924 0.9162794567 6.2007924818 -0.1924437779 5.4109658526 -0.1697212145 38.4498274019 -673.7854475786 25.7390238427 6.5717614397 0.820430 2.583127 -0.269244 3.736758 -1.503703 1.790270 2.142976 0.635657 -3.756549 -3.223338 -1.003087 2.124630 1.874811 1.493105 -1.934086 2.263631 -4.639359 -4.045482 4.143200 1.049846 1.337605 -1.688479 0.909582 3.257896 -3.983965 3.720546 -2.406451 -1.723909 1.521967 -2.508200 -4.402972 0.757100 0.789443 -1.179236 3.564622 1.759848 -0.049699 0.961358 2.728957 -3.270118
1005 64.0134053773 17.0000000000 4.0000000000 0.7158388449 67.0000000000 5.6464412815 0.8899870385 5.9761497052 0.0560169484 4.9851459304 0.0292648691 35.7143652985 -553.4913952097 24.8398526814 6.3674478250 2.738671 3.073537 -2.033759 1.585553 -2.056624 4.090691 2.002564 -0.144463 -2.595140 -2.999540 -1.458304 2.133881 0.225030 -0.719509 0.247460 2.237751 -5.000000 -2.256416 3.048086 1.177520 2.678103 -3.524000 -0.248866 3.467576 -5.000000 3.324185 -4.453883 -2.688072 1.337512 -0.015393 -5.000000 0.254364 -0.484849 -0.264552 4.142383 -0.094416 2.821449 -0.365582 2.688390 -3.129492
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 107.6126904147 18.0000000000 4.0000000000 0.7158388449 67.0000000000 5.6464412815 0.8899870385 5.9761497052 0.0560169484 4.9851459304 0.0292648691 35.7143652985 -553.4913952097 24.8398526814 6.3674478250 0.158857 4.380405 -0.269784 0.321036 0.885396 1.246783 2.017807 0.788498 -0.672773 -1.291813 1.610915 0.832886 1.149239 -2.203343 -1.989514 2.691039 1.163736 1.074477 4.134094 -0.580648 1.202730 -1.129054 -2.335903 -2.044004 1.767039 -1.067489 -2.700864 0.460188 1.789710 2.741520 4.927403 2.255803 -1.638428 0.134928 2.154433 -1.107090 1.355235 2.082987 -3.502844 0.237339
2 66.1926260077 18.0000000000 4.0000000000 0.7158388449 67.0000000000 5.6464412815 0.8899870385 5.9761497052 0.0560169484 4.9851459304 0.0292648691 35.7143652985 -553.4913952097 24.8398526814 6.3674478250 2.277402 1.354170 0.612270 -0.030544 4.135977 -0.090536 -3.206250 -0.935504 0.297315 0.705742 -0.501302 0.172256 -0.340330 1.701336 -2.237533 -0.147728 -2.826398 -2.239788 0.744920 -0.886148 1.940151 0.114399 1.068929 2.432949 -1.111856 -4.582294 -3.010252 -2.485479 -0.922775 -2.466883 0.968889 1.176252 -1.083262 1.065766 0.948540 4.128864 4.340174 -0.705943 5.000000 -1.807078
9 61.8287102489 18.0000000000 4.0000000000 0.7158388449 67.0000000000 5.6464412815 0.8899870385 5.9761497052 0.0560169484 4.9851459304 0.0292648691 35.7143652985 -553.4913952097 24.8398526814 6.3674478250 -1.101999 0.034039 2.478488 -0.045228 -0.357461 -0.252806 1.977281 -1.116527 -2.768999 -2.523433 1.078555 2.454126 -3.429098 -0.667773 1.498514 2.271459 -5.000000 -0.674698 1.299123 -3.762915 5.000000 -1.929898 2.413297 0.563033 1.403225 4.838130 -0.501393 0.498251 1.181354 1.145022 1.318216 2.280896 -0.172143 -0.637262 -3.721856 3.264161 1.189667 -2.606414 3.718333 3.107814
16 57.1449082743 18.0000000000 4.0000000000 1.9084086862 1.0000000000 6.3146354458 0.9983973195 3.7590156167 0.0760632007 3.1877869683 0.0645044620 14.1301984066 -1318.9877900366 27.5307823719 7.0327126614 0.551928 3.275065 2.408224 -3.944745 -0.497688 3.723148 -0.109254 -1.558163 3.443274 -5.000000 -1.591089 2.776151 -0.937820 0.678968 -0.219518 0.546142 -5.000000 1.380309 0.145646 -5.000000 -0.595474 -1.534783 2.654584 3.108242 1.547826 -1.716940 -2.994174 0.610447 0.325389 -3.782406 2.757391 -0.846859 -1.816357 -4.273357 2.049523 1.614407 1.026346 -3.311603 5.000000 0.647189
45 54.0098078171 18.0000000000 4.0000000000 1.8540914574 2.0000000000 6.3050519318 0.9968511913 4.7291596882 0.0268050102 4.0959123268 0.0254678622 22.3649513569 -1299.1221492106 27.5242976095 7.0624994258 0.508150 1.440336 -0.291648 -5.000000 0.575573 3.474103 2.039576 0.630249 2.735794 -4.877864 1.054067 1.951291 -2.026336 -0.097541 0.406276 -0.141397 -4.349746 0.010362 0.715123 -2.895739 0.719734 -0.941131 2.314604 2.255549 -0.384634 0.840062 0.630343 0.819447 -3.612429 -2.573677 0.788616 2.871115 -2.875227 -1.183741 -0.788220 3.288215 1.071069 -5.000000 2.652561 3.598437
57 50.7516079849 18.0000000000 4.0000000000 1.8290697824 3.0000000000 6.2930921862 0.9949288966 5.5530042844 -0.0330407962 4.9351143855 -0.0238291845 30.8358565823 -1216.2544892396 24.8035535463 6.2966932969 -3.008552 2.842823 2.021198 -5.000000 -0.064966 0.804023 0.826093 -2.261107 2.627976 -2.872256 -1.487809 1.743007 -3.405438 2.807050 -1.294608 -0.292357 -2.350273 0.101740 1.499018 -2.496895 1.606469 0.715018 3.352830 0.960710 0.033642 0.143384 -4.039934 -0.269882 -1.201971 -0.198141 -2.574321 4.767088 1.253467 0.730469 1.537708 1.891757 3.026913 -4.000996 5.000000 3.841543
110 50.1254250200 18.0000000000 4.0000000000 1.6844141844 7.0000000000 6.2451740800 0.9872322616 5.4095934824 0.2363484138 4.9028531599 0.1981352412 29.2637016450 -1150.1697278494 24.3832127159 6.2115571073 4.019801 0.661287 -0.135597 -1.867700 3.045957 1.397490 0.387873 -3.144208 5.000000 -1.800931 0.292814 3.027792 -0.428883 4.183981 -2.439079 -3.792701 -3.496476 -0.384942 4.712187 -0.460302 0.112487 -0.579228 -4.348459 -0.162911 2.098244 -1.867074 -2.991687 0.659976 -5.000000 0.805115 -1.950205 5.000000 2.009109 -3.861488 1.116007 2.298734 2.270104 -0.738513 3.959325 2.499185
174 41.9872544493 18.0000000000 4.0000000000 1.5292754284 11.0000000000 6.2014578658 0.9802027981 4.8708132703 0.0614615710 4.4410333805 0.0666093364 23.7248219143 -1106.8258931541 25.2499174906 6.4639583304 2.678208 -0.185143 -0.616984 1.062074 0.164086 0.447577 1.999279 1.537886 3.456502 -1.221008 0.201016 2.843470 1.269068 4.068955 -1.466327 -2.232250 -2.318795 1.212477 3.519559 -3.306388 1.402108 -2.900307 -0.336248 1.494297 2.268955 -2.803056 -3.248727 -0.462765 -3.575673 0.145086 -0.209757 1.199990 2.215924 -0.385332 -0.499468 5.000000 0.245711 -1.871767 -1.250249 5.000000
902 30.7351508638 18.0000000000 4.0000000000 0.5505115448 60.0000000000 5.6588102668 0.8928805008 6.1039211426 0.1227541805 5.0110018380 0.1133280769 37.2578533150 -412.5502108000 25.4809011358 6.5118128783 3.386758 1.054434 1.205059 2.029373 1.830777 -2.719565 -0.613056 2.871409 4.033622 -0.702699 3.897816 0.763671 2.563872 0.087850 0.118467 -0.002169 -4.544782 2.509516 -0.135258 0.967982 5.000000 -3.653525 -1.379058 -1.257319 3.395198 -3.572252 -1.998463 3.941846 -3.392032 -3.072176 2.016282 2.523513 4.129637 -2.829164 0.137458 3.718359 -3.953234 -0.707781 2.729064 3.443364
1005 52.6261063808 18.0000000000 4.0000000000 0.5135559473 67.0000000000 5.5804832116 0.8802797500 5.9322759710 -0.2327663533 4.9557072025 -0.1636157595 35.1918981964 -328.9417747136 24.0228092283 6.1363950894 2.352356 0.930659 1.834218 2.873947 1.334231 -2.086405 0.027802 2.882875 3.518607 -2.026462 2.966575 -0.316011 2.485726 0.683416 -0.865716 -1.256980 -4.289753 1.714670 -0.752506 0.246022 4.572400 -5.000000 -1.582651 -2.252397 3.103739 -4.319515 -2.622676 3.774441 -3.341531 -2.823089 1.915300 1.169312 3.445358 -2.480280 0.255915 2.938079 -3.927125 -0.232283 2.034977 3.196679
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 107.3486254011 19.0000000000 4.0000000000 0.5135559473 67.0000000000 5.5804832116 0.8802797500 5.9322759710 -0.2327663533 4.9557072025 -0.1636157595 35.1918981964 -328.9417747136 24.0228092283 6.1363950894 0.442007 -0.680930 -1.155497 -0.808063 -1.206579 -0.487705 2.070687 1.161507 0.504827 -2.925092 -3.096683 0.530545 -0.001792 -2.031985 0.223979 -2.383904 3.111088 -1.866600 1.053068 -0.299929 1.045571 2.684310 3.117043 2.511988 1.817207 -1.681803 2.011170 -2.047608 0.363548 -0.833362 3.956817 3.834889 -2.062014 -0.966624 -1.290160 0.120696 1.095861 1.690297 -2.414363 0.749681
2 64.6427874816 19.0000000000 4.0000000000 0.5135559473 67.0000000000 5.5804832116 0.8802797500 5.9322759710 -0.2327663533 4.9557072025 -0.1636157595 35.1918981964 -328.9417747136 24.0228092283 6.1363950894 1.884696 -0.702528 0.919470 -0.097033 0.830964 -1.403752 0.370929 0.936700 0.079047 1.432281 -0.963377 -0.104982 -0.544557 0.615971 -3.521307 2.300448 -0.435462 -2.441175 -0.687231 3.097524 -0.415951 -0.483348 -0.249192 1.121828 2.617625 1.896513 1.583996 -0.380984 -0.014522 -1.350757 -1.515831 -2.504505 -1.530213 2.654848 0.492101 0.135669 -1.362209 -0.242765 -1.653856 -2.964715
4 44.8009403411 19.0000000000 4.0000000000 0.5135559473 67.0000000000 5.5804832116 0.8802797500 5.9322759710 -0.2327663533 4.9557072025 -0.1636157595 35.1918981964 -328.9417747136 24.0228092283 6.1363950894 -4.131995 2.196270 -1.027764 -2.503946 -0.116415 -2.700748 -1.058849 0.411558 3.002041 1.149293 0.084207 2.414102 -0.668492 -0.941660 1.532649 -1.045759 -1.608802 1.728898 -0.729073 1.058439 0.059788 -1.294914 1.897924 -0.106627 1.907699 -0.856539 0.884163 0.689811 -1.541798 -0.518677 -0.381424 -1.949948 -0.099859 -0.545062 -1.686709 -0.111311 1.382976 -1.525134 -0.501758 -2.741899
106 43.0760191396 19.0000000000 4.0000000000 1.6206412297 7.0000000000 6.2396698765 0.9863728500 5.1720429628 -0.0246197265 4.6756983902 -0.0470124676 26.7500284089 -1142.5446710038 25.0422528817 6.4256720698 -1.699084 -0.636080 -5.000000 2.083226 2.794094 -0.402880 1.259539 -5.000000 3.009416 -0.284992 -1.563413 -0.092939 -2.308669 -0.649053 -0.477619 -1.185811 1.371402 -3.409605 5.000000 -2.636673 2.086096 -2.139289 -0.174459 0.221199 -2.096088 1.965540 -0.570767 1.826479 -2.121496 2.662268 1.157442 -4.293035 2.204410 2.140035 -1.622725 -2.846672 -2.372721 -3.023080 -3.728147 4.961043
189 42.3235429673 19.0000000000 4.0000000000 1.4891502218 12.0000000000 6.1876183229 0.9779812080 5.5005839181 -0.0266806981 4.9185350985 -0.0290233444 30.2564234402 -1104.0879721180 25.8243301803 6.6147463526 -0.236906 0.171035 -3.106499 2.952002 -1.109306 -2.644064 4.755306 -5.000000 1.367646 -0.486517 -3.839243 2.405011 -3.716303 -1.118908 -2.558784 0.010079 1.596214 1.857321 0.874457 -2.673685 -1.333490 -4.312922 0.325290 -0.274961 4.139635 -1.444120 3.655536 0.967276 -4.441752 5.000000 -0.720477 -2.683334 0.695020 1.846961 -2.029160 -0.989411 -0.286521 2.192923 -3.100416 3.556943
738 37.6027444802 19.0000000000 4.0000000000 1.0081697997 49.0000000000 5.8080330391 0.9164443086 6.8884434334 -0.1712395259 5.9931353249 -0.1039405606 47.4506529351 -813.3770332496 25.9570530021 6.6052797299 -1.811341 1.221842 -3.548419 -4.636927 4.372604 1.319137 -0.627879 -1.641955 0.250943 -3.141676 -3.240396 1.413218 -1.418988 -1.070513 1.195341 -0.632355 3.998519 -2.642680 2.851023 -1.217630 0.304920 -0.253903 1.765113 2.463105 1.036032 1.429965 -2.640142 -1.003304 -0.160577 0.412122 -0.479138 1.464138 4.629864 2.994693 -2.336816 -1.440841 -1.874537 4.543022 -2.033137 -1.347891
1005 106.0596110504 19.0000000000 4.0000000000 0.9361533036 67.0000000000 5.6463584060 0.8897931923 5.7677401893 0.1947679330 5.0811274848 0.1758056486 33.2668268916 -741.4346572202 26.0706486024 6.6566073420 -1.721469 2.803503 -3.368376 -0.729459 5.000000 2.473633 1.240365 0.442532 2.887700 -0.443845 -3.180424 0.895107 -2.010813 -1.865707 1.374257 -1.730109 4.883289 -1.950090 3.074655 -3.959800 0.422914 -2.009598 3.598585 1.865647 0.665355 2.964524 0.821455 1.410456 -0.806811 0.656278 -0.415641 -0.546696 2.696764 2.188286 0.065423 1.694010 -3.385236 3.080073 1.313497 -0.956220
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 70.9386155069 0.0000000000 5.0000000000 0.9361533036 67.0000000000 5.6463584060 0.8897931923 5.7677401893 0.1947679330 5.0811274848 0.1758056486 33.2668268916 -741.4346572202 26.0706486024 6.6566073420 3.528105 0.800314 1.957476 4.481786 3.735116 -1.954556 1.900177 -0.302714 -0.206438 0.821197 0.288087 2.908547 1.522075 0.243350 0.887726 0.667349 2.988158 -0.410317 0.626135 -1.708191 -5.000000 1.307237 1.728872 -1.484330 4.539509 -2.908731 0.091517 -0.374368 3.065558 2.938718 0.309895 0.756325 -1.775571 -3.961593 -0.695824 0.312698 2.460581 2.404760 -0.774654 -0.604606
2 66.7652663385 0.0000000000 5.0000000000 0.9361533036 67.0000000000 5.6463584060 0.8897931923 5.7677401893 0.1947679330 5.0811274848 0.1758056486 33.2668268916 -741.4346572202 26.0706486024 6.6566073420 -2.097106 -2.840036 -3.412540 3.901551 -1.019304 -0.876149 -2.505591 1.554981 -3.227796 -0.425481 -1.790933 0.773805 -1.021610 -2.361264 -0.056364 0.856664 0.133034 0.604944 -1.268644 -0.725482 -1.344921 -0.719106 -1.626293 -3.452565 0.354852 -0.803562 -3.260397 0.925565 -1.814597 0.103891 1.458181 0.257966 2.278801 -2.469652 0.804683 -1.369620 -1.741594 -1.157699 -0.623105 0.112331
12 66.5089920164 0.0000000000 5.0000000000 0.9361533036 67.0000000000 5.6463584060 0.8897931923 5.7677401893 0.1947679330 5.0811274848 0.1758056486 33.2668268916 -741.4346572202 26.0706486024 6.6566073420 -0.790458 -2.318841 -0.171862 0.388586 1.751666 -0.230215 0.914831 -1.929224 -1.565258 -0.220779 -2.109257 1.640496 0.926261 0.558192 0.677808 4.042087 -0.937728 -4.402883 0.398600 -0.101207 -1.035038 -1.957660 -0.878379 0.362677 -1.005633 4.824907 -1.921009 -1.586235 -4.577240 0.502969 -4.032813 -1.078909 -0.551341 -1.419456 3.477745 1.988789 2.638274 -1.764838 2.257188 0.992002
13 65.9207961184 0.0000000000 5.0000000000 0.9361533036 67.0000000000 5.6463584060 0.8897931923 5.7677401893 0.1947679330 5.0811274848 0.1758056486 33.2668268916 -741.4346572202 26.0706486024 6.6566073420 1.542812 2.058878 -1.817526 -0.848635 1.725192 -5.000000 3.026656 1.106264 -0.091408 0.441015 -2.059871 -0.699887 2.200569 2.596044 5.000000 -0.147849 -1.317106 -1.028468 -2.036084 -0.155710 0.765465 -0.068485 2.192694 -0.468432 -0.694901 -1.162537 -3.265269 -3.135535 -2.358316 2.602856 1.790521 2.749928 -2.664423 -3.937249 -1.320113 0.351638 0.997381 2.095944 0.568559 3.485338
15 62.4303069937 0.0000000000 5.0000000000 0.9361533036 67.0000000000 5.6463584060 0.8897931923 5.7677401893 0.1947679330 5.0811274848 0.1758056486 33.2668268916 -741.4346572202 26.0706486024 6.6566073420 4.022513 -0.089191 0.390139 -3.563126 -1.458089 0.393115 0.709515 1.233773 0.017256 1.054008 0.907564 -3.659481 0.074011 1.535805 1.179760 -0.727718 -1.611253 -2.236624 -0.262108 2.266160 -3.903608 -1.319783 -2.279605 1.569915 -1.108619 -0.941275 -0.433899 0.890787 -0.784778 -5.000000 1.086624 0.878086 -0.439082 -2.168073 0.703560 0.758471 -0.940066 -0.433463 -1.860313 -0.357178
18 61.1531950959 0.0000000000 5.0000000000 1.8886684370 1.0000000000 6.3110649727 0.9978441453 3.1986894225 -0.1118898383 2.7126092297 -0.0948868014 10.2316140216 -1281.7722299420 26.4918960757 6.7658591541 2.371447 -3.222517 1.315129 0.656745 3.332300 -4.038344 2.317209 2.273357 -2.394346 3.840744 2.828977 -1.435321 -0.591177 -0.675569 0.884198 -0.668221 2.638816 -3.449735 -0.139803 4.439228 0.026092 -4.467678 -1.876532 2.835806 -0.828905 1.014488 0.847493 0.716692 -3.196494 -2.502100 1.569715 0.671684 -0.430985 -5.000000 -1.050757 -2.498150 -0.861819 -3.014772 2.261576 -0.976196
26 56.3430367689 0.0000000000 5.0000000000 1.8886684370 1.0000000000 6.3110649727 0.9978441453 3.1986894225 -0.1118898383 2.7126092297 -0.0948868014 10.2316140216 -1281.7722299420 26.4918960757 6.7658591541 1.109888 -0.952530 0.478080 -0.148694 -0.140534 -1.246469 2.103530 2.347458 -1.092169 -1.134535 -3.544724 -0.450290 1.204631 4.512778 2.020050 -2.597066 0.603349 -2.650634 -2.138767 5.000000 -3.492239 2.089199 -1.799110 -0.259438 -1.575522 -3.323982 0.419441 -0.066294 -1.181038 -3.254739 -1.312677 1.898281 -1.546136 -5.000000 -0.625552 1.492178 0.772856 0.026550 0.720381 3.757303
42 55.3914180270 0.0000000000 5.0000000000 1.8407333931 2.0000000000 6.3013200006 0.9962771320 4.8998262963 -0.1483138814 4.2471830797 -0.1292995973 24.0082977343 -1211.4286350154 24.3363383511 6.2447502796 4.597113 0.684376 -2.162580 0.501231 1.687336 -2.618910 3.088995 -0.895777 -2.814428 -2.857523 1.007923 -1.648399 1.668384 5.000000 2.151376 0.180415 0.455723 -2.334500 -2.119131 2.539008 -2.136804 4.702584 -0.372356 0.385027 -0.461737 0.169090 -0.636964 -0.309396 -0.384933 -2.637119 2.908866 -1.856836 -2.011602 -3.949566 -0.906913 2.477617 1.219837 -0.180193 -1.932763 0.570618
